episode_id,user_id,status,scenario_type,topic,scheduled_at,location,pre_anxiety,pre_crying_risk,pre_speech_block_risk,prep_journaling_10m_intensity,prep_three_messages_intensity,prep_breathing_4_7_8_intensity,prep_roleplay_self_qa_intensity,prep_safe_word_plan_intensity,stress_during,stress_after,crying_level,speech_block_level,expression_score,relationship_impact,partner_reaction,days_after_reflection,would_repeat_preparation,reflection_short
2173,20,planned,one_on_one,評価フィードバック,2026-02-15T15:09:00,park,6,6,6,8,,9,4,,,,,,,,,,,
2174,30,completed,family,介護の相談,2024-11-01T11:06:00,coworking,6,5,5,,9,7,,,6,3,2,4,5,1,neutral,12,5,泣かなかったが本音をあまり出せなかった。
2175,10,completed,client,納期遅延の相談,2025-07-26T16:50:00,coworking,6,2,6,3,,,,,7,5,1,8,1,0,unknown,13,6,正直、今回はタイミングを間違えたかもしれない。
2176,8,cancelled,one_on_one,人間関係の摩擦,2025-06-14T10:01:00,office,10,5,7,,9,,,7,,,,,,,,,,
2177,6,completed,partner,結婚について,2024-02-28T09:34:00,coworking,7,9,8,,,10,,,7,4,9,6,0,-3,very_positive,13,6,ほとんど話せずに終わってしまった。次は準備を変えたい。
2178,19,completed,one_on_one,キャリア相談,2025-10-31T14:35:00,office,6,3,4,,5,,9,,8,6,7,8,0,-2,neutral,,,
2179,11,completed,other,自己開示の練習,2024-06-23T16:07:00,home,7,1,7,3,,5,,,2,3,0,7,6,2,neutral,6,7,ほとんど話せずに終わってしまった。次は準備を変えたい。
2180,5,cancelled,interview,転職理由,2025-02-13T14:29:00,home,10,9,5,6,6,6,5,,,,,,,,,,,
2181,25,completed,other,将来への漠然とした不安,2025-05-10T11:00:00,client_site,6,2,1,,,7,,,10,2,0,5,6,-2,negative,,,
2182,1,completed,one_on_one,人間関係の摩擦,2024-04-26T08:10:00,client_site,8,4,6,,3,,8,5,5,6,4,4,7,4,positive,3,8,少し泣いたけど言いたいことは伝えられた。
2183,1,completed,interview,評価面談,2025-03-26T18:54:00,home,9,7,7,,3,,10,,7,8,5,7,4,0,neutral,,,
2184,27,completed,friend,謝罪,2024-11-16T08:50:00,park,1,5,6,,,,9,,1,0,8,6,9,0,neutral,,,
2185,3,completed,client,トラブルの謝罪,2024-10-04T14:17:00,cafe,8,4,2,,5,,,,10,8,4,3,5,-4,positive,12,2,正直、今回はタイミングを間違えたかもしれない。
2186,30,completed,client,トラブルの謝罪,2024-03-11T19:26:00,online,7,6,3,,5,,,,7,6,5,6,5,-2,positive,6,5,少し泣いたけど言いたいことは伝えられた。
2187,14,completed,friend,疎遠になっている理由,2024-09-16T10:36:00,park,0,7,7,6,,,10,,4,1,7,10,6,-1,unknown,,,
2188,5,completed,partner,将来の暮らし,2025-10-12T14:43:00,cafe,6,2,7,8,5,8,5,,7,2,0,8,9,0,neutral,,,
2189,3,cancelled,one_on_one,業務負荷の相談,2025-04-13T08:26:00,client_site,5,4,3,9,,9,1,,,,,,,,,,,
2190,28,completed,partner,お金の話,2024-08-24T09:17:00,office,8,2,6,5,,7,6,1,9,10,0,7,2,-4,neutral,7,3,相手の反応が予想外で混乱した。振り返りが必要。
2191,13,completed,partner,別れ話,2025-02-22T20:16:00,coworking,8,8,10,10,,,,5,10,7,6,10,3,-3,unknown,3,6,少し泣いたけど言いたいことは伝えられた。
2192,1,completed,partner,お金の話,2024-10-16T17:02:00,park,8,7,6,,,5,,6,7,8,3,6,6,-1,neutral,,,
2193,1,completed,partner,別れ話,2024-11-29T08:57:00,coworking,4,3,8,,,7,,,6,6,2,7,3,-1,positive,,,
2194,2,completed,friend,久しぶりの再会,2024-12-01T13:58:00,coworking,1,1,2,,,10,,3,4,1,2,2,1,-3,positive,9,5,かなり落ち着いて話せた。準備が効いた感じがある。
2195,3,completed,client,トラブルの謝罪,2025-03-24T17:09:00,park,7,5,6,,10,,,,9,3,6,6,7,-4,neutral,4,4,かなり落ち着いて話せた。準備が効いた感じがある。
2196,4,completed,partner,別れ話,2025-03-15T11:05:00,office,8,8,9,,4,6,,,7,10,5,9,3,-1,unknown,7,7,少し泣いたけど言いたいことは伝えられた。
2197,1,planned,other,セラピーではない雑談,2025-12-13T09:44:00,office,5,2,3,,,6,,,,,,,,,,,,
2198,2,completed,interview,キャリアの方向性,2025-02-09T22:39:00,home,7,7,7,,7,6,9,,10,3,7,8,8,-3,very_negative,1,5,正直、今回はタイミングを間違えたかもしれない。
2199,3,completed,friend,久しぶりの再会,2025-04-04T21:08:00,coworking,4,2,2,,6,,,8,3,3,0,0,6,0,negative,5,7,泣かなかったが本音をあまり出せなかった。
2200,22,cancelled,friend,価値観のズレ,2025-07-04T12:10:00,cafe,7,0,4,8,3,4,,,,,,,,,,,,
2201,13,completed,one_on_one,人間関係の摩擦,2025-03-18T22:01:00,cafe,8,6,6,,9,4,,,10,7,5,9,4,1,neutral,,,
2202,20,completed,one_on_one,人間関係の摩擦,2025-11-14T10:55:00,cafe,6,4,6,8,,,,,6,4,3,7,0,-5,negative,,,
2203,4,cancelled,partner,別れ話,2025-08-01T21:38:00,home,9,9,5,6,,,,,,,,,,,,,,
2204,28,completed,interview,過去の退職理由,2024-03-21T21:46:00,office,7,10,7,8,,8,,,4,8,8,4,5,0,neutral,9,7,かなり落ち着いて話せた。準備が効いた感じがある。
2205,15,completed,other,自己開示の練習,2025-02-23T09:40:00,park,7,4,4,6,,,10,,2,4,0,0,7,-3,positive,14,8,泣かなかったが本音をあまり出せなかった。
2206,3,completed,friend,久しぶりの再会,2024-10-04T15:02:00,client_site,7,1,3,6,,,,,8,7,1,1,1,-5,negative,10,7,かなりつらかったが、終わってみると少し楽になった。
2207,28,completed,family,介護の相談,2024-12-16T10:16:00,online,0,3,5,7,,,,,0,1,3,2,6,0,very_negative,9,9,正直、今回はタイミングを間違えたかもしれない。
2208,4,completed,one_on_one,業務負荷の相談,2024-04-16T10:53:00,online,6,3,9,,4,4,,,6,3,0,5,6,-2,positive,2,7,相手の反応が予想外で混乱した。振り返りが必要。
2209,1,completed,other,将来への漠然とした不安,2024-11-25T13:56:00,park,4,4,7,5,,,,,3,4,3,6,2,-3,neutral,,,
2210,6,completed,family,親への近況報告,2024-04-07T14:40:00,coworking,7,6,6,,,,,,7,5,7,7,4,-2,unknown,13,5,かなり落ち着いて話せた。準備が効いた感じがある。
2211,24,completed,other,将来への漠然とした不安,2024-05-23T20:33:00,cafe,5,5,7,,,,2,,7,9,8,1,5,-3,positive,7,3,少し泣いたけど言いたいことは伝えられた。
2212,1,cancelled,client,契約更新,2025-08-30T13:11:00,park,4,3,8,,6,,,,,,,,,,,,,
2213,10,planned,interview,転職理由,2026-01-23T14:40:00,coworking,6,3,6,,8,7,,,,,,,,,,,,
2214,20,completed,other,自己開示の練習,2025-04-11T21:49:00,cafe,1,1,5,,,,7,7,0,0,0,4,5,-2,positive,8,4,泣かなかったが本音をあまり出せなかった。
2215,30,completed,client,値上げ交渉,2024-10-22T11:06:00,cafe,5,7,7,9,6,,7,,7,5,9,3,3,-3,positive,,,
2216,2,planned,interview,キャリアの方向性,2025-12-11T18:39:00,cafe,9,5,6,,,5,9,6,,,,,,,,,,
2217,1,cancelled,one_on_one,人間関係の摩擦,2024-11-01T17:06:00,office,5,5,9,,,,6,,,,,,,,,,,
2218,6,planned,one_on_one,評価フィードバック,2025-12-20T20:10:00,park,4,8,7,,,,10,1,,,,,,,,,,
2219,30,completed,partner,別れ話,2025-01-20T21:39:00,online,7,10,8,6,,,6,,7,4,9,7,4,-2,unknown,6,4,正直、今回はタイミングを間違えたかもしれない。
2220,26,completed,interview,過去の退職理由,2024-02-14T22:05:00,online,8,6,9,,,,10,,10,7,7,7,3,-2,unknown,5,2,かなりつらかったが、終わってみると少し楽になった。
2221,20,completed,one_on_one,人間関係の摩擦,2025-02-26T10:10:00,office,4,9,7,,,3,,8,4,0,10,10,0,-5,very_negative,8,2,相手の反応が予想外で混乱した。振り返りが必要。
2222,3,completed,interview,キャリアの方向性,2024-10-20T19:51:00,office,9,6,8,6,10,,1,,10,4,7,9,6,-1,unknown,2,1,少し泣いたけど言いたいことは伝えられた。
2223,7,planned,partner,将来の暮らし,2026-01-11T22:47:00,park,5,8,6,,5,5,,,,,,,,,,,,
2224,15,completed,other,セラピーではない雑談,2025-07-28T19:26:00,cafe,2,5,6,7,,7,,,3,0,6,7,4,-1,very_negative,,,
2225,21,completed,client,値上げ交渉,2025-08-07T14:43:00,cafe,7,4,6,,,,8,3,4,2,1,6,0,-4,unknown,14,5,泣かなかったが本音をあまり出せなかった。
2226,1,completed,client,値上げ交渉,2024-06-09T19:02:00,home,8,8,8,,,9,5,,9,5,8,4,2,1,positive,7,4,正直、今回はタイミングを間違えたかもしれない。
2227,4,completed,friend,久しぶりの再会,2025-04-10T08:03:00,online,1,3,4,,8,,,,2,0,3,1,5,-1,very_positive,10,5,少し泣いたけど言いたいことは伝えられた。
2228,12,completed,interview,転職理由,2025-02-20T20:09:00,home,9,7,10,,7,8,,,8,6,9,7,0,-2,neutral,9,5,かなり落ち着いて話せた。準備が効いた感じがある。
2229,20,completed,one_on_one,業務負荷の相談,2025-07-10T09:45:00,home,5,7,2,7,4,,,,6,2,5,2,8,0,unknown,,,
2230,19,completed,one_on_one,業務負荷の相談,2024-08-20T15:05:00,office,4,4,3,,6,7,5,,0,5,1,0,8,-3,negative,11,10,ほとんど話せずに終わってしまった。次は準備を変えたい。
2231,1,completed,partner,将来の暮らし,2025-06-02T15:44:00,cafe,7,8,6,3,,,,7,5,4,4,4,0,4,unknown,,,
2232,3,completed,interview,転職理由,2025-06-17T09:35:00,cafe,10,3,8,,5,6,,,10,10,0,7,3,1,very_positive,13,6,かなりつらかったが、終わってみると少し楽になった。
2233,20,completed,family,進路の話,2025-06-10T15:13:00,online,3,7,3,,,4,,,6,1,10,2,3,-2,negative,3,6,正直、今回はタイミングを間違えたかもしれない。
2234,4,completed,other,将来への漠然とした不安,2023-12-05T11:31:00,cafe,5,4,5,,,,,,3,9,2,3,6,1,unknown,,,
2235,3,cancelled,client,納期遅延の相談,2025-12-22T11:09:00,home,4,5,7,8,2,10,4,,,,,,,,,,,
2236,3,completed,interview,キャリアの方向性,2025-11-11T21:53:00,cafe,7,6,9,,10,,7,3,7,2,5,10,6,-4,neutral,14,3,少し泣いたけど言いたいことは伝えられた。
2237,2,cancelled,client,トラブルの謝罪,2025-09-04T18:38:00,coworking,8,2,6,,7,,,,,,,,,,,,,
2238,3,completed,friend,疎遠になっている理由,2024-05-30T16:15:00,home,3,3,0,,,5,,7,5,1,8,0,0,-5,very_negative,5,4,少し泣いたけど言いたいことは伝えられた。
2239,15,completed,other,将来への漠然とした不安,2024-06-06T18:49:00,cafe,5,4,3,,,,,,6,0,3,4,6,-2,very_positive,,,
2240,4,cancelled,friend,疎遠になっている理由,2025-01-28T18:33:00,client_site,2,3,7,,6,8,,,,,,,,,,,,
2241,2,completed,one_on_one,キャリア相談,2024-08-21T13:43:00,cafe,6,4,0,,,8,,,5,4,0,0,4,0,neutral,2,5,ほとんど話せずに終わってしまった。次は準備を変えたい。
2242,2,cancelled,interview,過去の退職理由,2025-07-24T14:00:00,cafe,8,4,6,9,,,5,7,,,,,,,,,,
2243,21,planned,one_on_one,人間関係の摩擦,2025-12-05T20:04:00,coworking,4,5,8,3,10,4,8,4,,,,,,,,,,
2244,28,planned,other,将来への漠然とした不安,2026-02-11T08:14:00,cafe,5,1,2,5,,7,,,,,,,,,,,,
2245,4,completed,friend,久しぶりの再会,2025-11-09T18:52:00,office,6,0,3,10,7,,,,3,6,0,1,6,2,negative,6,9,かなりつらかったが、終わってみると少し楽になった。
2246,7,completed,one_on_one,キャリア相談,2024-12-23T11:57:00,office,8,6,8,,6,,,,10,7,9,9,4,-3,positive,5,8,泣かなかったが本音をあまり出せなかった。
2247,1,cancelled,partner,別れ話,2025-12-08T12:06:00,coworking,8,8,4,9,,8,8,8,,,,,,,,,,
2248,7,completed,friend,疎遠になっている理由,2025-01-26T19:14:00,home,3,2,2,,,,,,6,0,4,2,0,-1,negative,4,6,少し泣いたけど言いたいことは伝えられた。
2249,24,completed,family,親への近況報告,2025-02-23T09:08:00,office,5,5,6,8,,,,,8,4,5,10,4,-3,unknown,7,5,かなり落ち着いて話せた。準備が効いた感じがある。
2250,9,completed,client,トラブルの謝罪,2025-01-10T11:08:00,coworking,8,5,8,9,,7,10,,7,4,2,7,5,-2,neutral,7,3,かなりつらかったが、終わってみると少し楽になった。
2251,5,cancelled,interview,キャリアの方向性,2025-04-17T22:34:00,client_site,5,9,9,,5,,,,,,,,,,,,,
2252,21,completed,partner,距離を置きたい,2025-05-05T11:44:00,office,8,6,7,5,7,6,,,7,7,4,7,3,-3,very_negative,11,7,かなり落ち着いて話せた。準備が効いた感じがある。
2253,4,completed,one_on_one,業務負荷の相談,2025-04-24T21:35:00,park,5,9,6,,7,,7,,3,0,9,5,7,2,very_positive,9,6,かなりつらかったが、終わってみると少し楽になった。
2254,5,completed,other,将来への漠然とした不安,2024-09-03T17:10:00,coworking,5,4,5,,,3,6,,9,7,7,7,4,-3,negative,1,5,ほとんど話せずに終わってしまった。次は準備を変えたい。
2255,2,completed,partner,将来の暮らし,2024-07-22T10:41:00,client_site,7,7,3,3,6,3,,8,5,7,4,4,5,0,unknown,12,8,かなりつらかったが、終わってみると少し楽になった。
2256,17,planned,interview,キャリアの方向性,2026-02-26T22:19:00,home,7,6,9,7,5,10,8,,,,,,,,,,,
2257,3,completed,interview,転職理由,2024-04-03T16:08:00,office,9,9,9,,7,7,7,,6,5,6,9,7,-2,neutral,3,9,相手の反応が予想外で混乱した。振り返りが必要。
2258,3,cancelled,interview,キャリアの方向性,2024-03-10T19:17:00,park,6,5,10,9,,8,8,,,,,,,,,,,
2259,30,cancelled,friend,久しぶりの再会,2026-02-23T12:59:00,client_site,2,1,3,4,,,,,,,,,,,,,,
2260,14,cancelled,partner,将来の暮らし,2024-03-18T13:17:00,park,7,2,4,3,7,,,,,,,,,,,,,
2261,5,completed,family,家族との距離感,2024-04-26T18:40:00,online,5,4,4,5,7,,,10,5,6,6,2,3,-4,negative,13,7,相手の反応が予想外で混乱した。振り返りが必要。
2262,5,completed,client,値上げ交渉,2025-03-18T21:51:00,coworking,6,6,6,,,,,9,6,5,2,5,0,-2,very_negative,,,
2263,9,completed,other,自己開示の練習,2025-11-26T18:56:00,office,7,6,4,9,,10,,,7,5,3,4,2,0,positive,14,7,かなりつらかったが、終わってみると少し楽になった。
2264,18,cancelled,partner,別れ話,2025-06-13T09:18:00,cafe,5,10,5,,10,5,,,,,,,,,,,,
2265,3,completed,partner,お金の話,2023-12-20T17:40:00,office,8,4,7,10,10,2,2,,3,5,0,4,4,-2,neutral,6,8,かなりつらかったが、終わってみると少し楽になった。
2266,3,completed,interview,過去の退職理由,2024-01-03T12:56:00,home,9,10,7,10,3,,,,10,7,9,6,5,-5,unknown,5,7,かなり落ち着いて話せた。準備が効いた感じがある。
2267,26,completed,interview,キャリアの方向性,2024-04-21T17:40:00,coworking,6,4,7,,,,,,5,8,9,7,6,-4,negative,12,4,ほとんど話せずに終わってしまった。次は準備を変えたい。
2268,8,completed,client,トラブルの謝罪,2023-12-12T19:21:00,client_site,10,6,4,10,10,,8,,10,10,1,0,10,-2,very_positive,14,10,かなりつらかったが、終わってみると少し楽になった。
2269,21,completed,interview,転職理由,2024-02-17T13:25:00,park,3,8,3,10,7,,,,4,3,9,2,0,-3,very_negative,,,
2270,3,cancelled,interview,評価面談,2024-04-02T20:52:00,cafe,8,4,9,,8,7,5,8,,,,,,,,,,
2271,5,completed,client,納期遅延の相談,2025-07-05T14:38:00,office,8,5,4,6,8,10,,,9,8,4,1,5,-2,very_negative,4,1,少し泣いたけど言いたいことは伝えられた。
2272,1,completed,partner,距離を置きたい,2025-02-06T15:24:00,park,9,6,8,2,,,,,7,5,3,5,2,-3,negative,5,1,相手の反応が予想外で混乱した。振り返りが必要。
2273,1,completed,partner,結婚について,2025-03-05T22:25:00,home,6,7,5,9,,,5,5,5,6,6,1,9,2,very_positive,7,7,かなりつらかったが、終わってみると少し楽になった。
2274,19,completed,interview,評価面談,2024-05-09T15:43:00,cafe,10,5,4,9,,5,,,10,9,2,6,6,-2,positive,,,
2275,10,planned,one_on_one,業務負荷の相談,2025-12-12T15:11:00,home,5,4,5,,,6,,,,,,,,,,,,
2276,6,completed,interview,キャリアの方向性,2024-06-24T16:40:00,park,7,8,7,8,8,5,,10,7,4,4,5,3,0,positive,10,2,相手の反応が予想外で混乱した。振り返りが必要。
2277,18,cancelled,interview,転職理由,2024-06-14T08:34:00,park,7,5,8,4,6,8,4,,,,,,,,,,,
2278,12,completed,other,自己開示の練習,2024-06-22T20:00:00,cafe,5,6,3,,3,,,,5,7,6,0,4,-3,neutral,,,
2279,1,completed,one_on_one,キャリア相談,2025-04-25T15:04:00,park,8,2,4,,6,10,,,8,6,2,1,7,-4,unknown,10,6,正直、今回はタイミングを間違えたかもしれない。
2280,3,completed,one_on_one,人間関係の摩擦,2025-09-14T16:10:00,park,8,5,3,7,9,,,,10,6,5,1,9,-4,negative,7,5,相手の反応が予想外で混乱した。振り返りが必要。
2281,1,planned,friend,久しぶりの再会,2026-02-18T09:21:00,client_site,3,3,2,8,6,,7,10,,,,,,,,,,
2282,28,completed,interview,キャリアの方向性,2023-12-15T22:20:00,cafe,8,7,6,5,4,,,,6,7,4,5,0,-2,neutral,1,4,相手の反応が予想外で混乱した。振り返りが必要。
2283,1,completed,friend,疎遠になっている理由,2024-01-09T16:36:00,cafe,4,6,2,,,,,,7,4,6,2,5,-1,negative,4,5,かなりつらかったが、終わってみると少し楽になった。
2284,2,completed,interview,キャリアの方向性,2023-12-21T11:56:00,cafe,6,7,8,10,8,7,,,4,4,3,3,5,0,unknown,2,3,泣かなかったが本音をあまり出せなかった。
2285,16,completed,friend,価値観のズレ,2024-02-11T21:04:00,home,2,2,2,6,,7,,,2,1,2,8,3,-3,very_positive,,,
2286,28,completed,friend,謝罪,2025-02-13T21:17:00,office,3,6,5,,,,,,2,1,5,6,3,-1,very_negative,8,5,正直、今回はタイミングを間違えたかもしれない。
2287,21,planned,family,介護の相談,2025-12-30T16:37:00,coworking,7,4,7,3,,,4,,,,,,,,,,,
2288,24,planned,friend,疎遠になっている理由,2026-01-17T20:27:00,park,8,4,4,,,9,,,,,,,,,,,,
2289,27,cancelled,family,進路の話,2026-02-07T20:32:00,client_site,7,4,7,6,,,2,,,,,,,,,,,
2290,8,completed,one_on_one,業務負荷の相談,2024-08-11T13:50:00,office,5,6,5,,8,,,3,7,2,3,4,5,-4,very_positive,,,
2291,23,completed,one_on_one,人間関係の摩擦,2024-02-01T12:06:00,client_site,4,4,4,,10,8,6,,5,1,4,0,7,-3,negative,,,
2292,4,completed,interview,評価面談,2025-06-15T14:26:00,cafe,8,10,10,,,8,,,10,6,10,10,0,-5,negative,7,2,相手の反応が予想外で混乱した。振り返りが必要。
2293,18,completed,other,将来への漠然とした不安,2025-07-23T18:03:00,coworking,5,4,5,,,,,,6,3,4,8,3,-5,unknown,,,
2294,16,completed,interview,キャリアの方向性,2024-11-15T17:24:00,client_site,7,0,9,6,9,6,8,,10,8,1,10,9,-4,unknown,9,10,かなりつらかったが、終わってみると少し楽になった。
2295,9,completed,partner,距離を置きたい,2024-07-22T18:45:00,home,10,6,8,,,7,,,10,10,4,9,6,-5,negative,9,5,かなり落ち着いて話せた。準備が効いた感じがある。
2296,11,completed,one_on_one,業務負荷の相談,2025-08-21T10:32:00,cafe,10,3,6,,5,8,,,9,5,8,4,5,2,positive,3,8,正直、今回はタイミングを間違えたかもしれない。
2297,1,cancelled,interview,過去の退職理由,2024-10-11T12:35:00,coworking,7,8,6,8,9,,5,,,,,,,,,,,
2298,3,completed,one_on_one,キャリア相談,2025-06-28T14:05:00,park,10,5,4,,7,7,,,10,10,5,4,3,-2,positive,3,8,かなりつらかったが、終わってみると少し楽になった。
2299,30,cancelled,interview,評価面談,2024-11-21T12:23:00,cafe,3,8,6,9,6,8,,,,,,,,,,,,
2300,4,cancelled,friend,謝罪,2024-07-25T22:32:00,coworking,2,5,5,,,,,,,,,,,,,,,
2301,4,completed,other,将来への漠然とした不安,2025-01-15T17:06:00,client_site,4,0,2,,,6,,,5,4,0,2,4,-2,neutral,14,2,ほとんど話せずに終わってしまった。次は準備を変えたい。
2302,19,completed,interview,転職理由,2023-12-18T12:57:00,cafe,10,9,8,5,8,4,5,3,10,5,10,4,3,1,neutral,13,7,ほとんど話せずに終わってしまった。次は準備を変えたい。
2303,3,cancelled,friend,価値観のズレ,2025-02-27T18:27:00,office,2,7,7,8,7,,,,,,,,,,,,,
2304,30,completed,interview,評価面談,2025-07-23T10:57:00,office,8,7,9,,7,7,,,9,7,7,10,5,-3,neutral,12,5,かなり落ち着いて話せた。準備が効いた感じがある。
2305,27,completed,interview,評価面談,2024-08-10T15:58:00,client_site,5,6,6,3,,,8,,8,4,5,9,7,-3,very_negative,2,4,正直、今回はタイミングを間違えたかもしれない。
2306,3,completed,partner,将来の暮らし,2024-12-14T22:20:00,home,10,7,6,5,10,6,2,9,8,7,7,6,7,1,very_positive,,,
2307,5,planned,partner,別れ話,2026-01-05T13:47:00,office,7,7,6,,,7,,,,,,,,,,,,
2308,4,completed,other,将来への漠然とした不安,2024-11-16T11:28:00,office,7,3,9,,,,,,9,9,5,10,3,-1,very_negative,14,3,ほとんど話せずに終わってしまった。次は準備を変えたい。
2309,11,cancelled,other,将来への漠然とした不安,2025-07-10T13:15:00,coworking,9,3,2,,8,10,,,,,,,,,,,,
2310,22,completed,other,セラピーではない雑談,2025-08-13T10:16:00,cafe,3,8,3,5,,5,7,7,1,2,4,2,5,-1,positive,3,4,相手の反応が予想外で混乱した。振り返りが必要。
2311,29,completed,client,トラブルの謝罪,2023-12-17T18:23:00,online,7,5,8,,3,,,5,6,4,5,7,2,-2,very_negative,12,4,少し泣いたけど言いたいことは伝えられた。
2312,5,completed,interview,キャリアの方向性,2025-11-04T18:37:00,coworking,6,6,8,5,7,,,,7,7,6,5,9,-5,negative,,,
2313,12,cancelled,family,親への近況報告,2025-11-01T15:21:00,client_site,2,6,2,6,,,5,,,,,,,,,,,
2314,27,completed,interview,評価面談,2024-09-23T14:11:00,online,6,7,8,,7,8,,,6,5,9,6,2,-3,negative,13,7,泣かなかったが本音をあまり出せなかった。
2315,1,completed,interview,転職理由,2025-09-02T22:10:00,office,6,10,10,9,6,6,7,,8,3,10,10,2,-1,very_positive,3,5,ほとんど話せずに終わってしまった。次は準備を変えたい。
2316,26,completed,partner,距離を置きたい,2025-05-20T21:59:00,coworking,8,7,7,8,7,,4,,10,7,7,8,7,-4,very_negative,10,7,かなりつらかったが、終わってみると少し楽になった。
2317,5,completed,one_on_one,評価フィードバック,2025-05-04T20:23:00,client_site,7,6,5,,6,6,7,6,10,5,4,6,1,2,very_positive,1,5,相手の反応が予想外で混乱した。振り返りが必要。
2318,3,cancelled,interview,転職理由,2024-09-15T17:15:00,cafe,8,9,7,6,8,,,,,,,,,,,,,
2319,1,planned,one_on_one,キャリア相談,2026-02-18T12:34:00,client_site,7,5,6,9,9,10,,,,,,,,,,,,
2320,15,planned,other,将来への漠然とした不安,2025-12-06T12:30:00,home,6,0,7,,,4,,,,,,,,,,,,
2321,14,completed,partner,結婚について,2025-04-30T16:04:00,online,6,8,6,,,,,,7,7,8,6,2,-1,negative,9,5,相手の反応が予想外で混乱した。振り返りが必要。
2322,7,completed,client,トラブルの謝罪,2024-10-23T17:53:00,cafe,9,6,9,,,4,,,10,9,7,9,1,-1,very_negative,7,5,相手の反応が予想外で混乱した。振り返りが必要。
2323,2,completed,friend,謝罪,2024-03-06T17:44:00,coworking,3,5,2,,,,,7,0,3,5,3,3,-1,negative,,,
2324,5,completed,other,セラピーではない雑談,2023-12-22T08:05:00,office,7,4,10,,,,,,8,5,5,10,6,0,unknown,6,4,正直、今回はタイミングを間違えたかもしれない。
2325,1,completed,family,家族との距離感,2024-06-07T18:21:00,online,5,5,3,6,3,,,,6,5,3,3,2,-4,very_positive,5,6,少し泣いたけど言いたいことは伝えられた。
2326,10,cancelled,interview,過去の退職理由,2024-03-31T14:43:00,park,0,8,8,,9,,9,,,,,,,,,,,
2327,4,completed,client,納期遅延の相談,2024-09-12T15:01:00,home,4,5,4,10,,,,,6,6,6,9,6,-1,neutral,4,5,泣かなかったが本音をあまり出せなかった。
2328,2,completed,partner,将来の暮らし,2024-02-20T10:02:00,office,7,5,6,,,,,,8,9,8,4,4,-1,very_positive,14,5,泣かなかったが本音をあまり出せなかった。
2329,5,planned,one_on_one,人間関係の摩擦,2025-12-02T18:45:00,coworking,5,1,5,6,10,,,,,,,,,,,,,
2330,1,completed,family,進路の話,2025-11-07T20:26:00,cafe,1,2,5,5,,7,,10,3,4,4,5,4,-3,negative,13,6,かなりつらかったが、終わってみると少し楽になった。
2331,5,cancelled,partner,別れ話,2024-08-27T08:50:00,coworking,7,10,6,9,,,,,,,,,,,,,,
2332,5,planned,client,納期遅延の相談,2025-12-13T18:15:00,home,8,6,6,,6,8,,,,,,,,,,,,
2333,1,completed,interview,評価面談,2025-07-30T17:11:00,coworking,7,6,6,,5,5,,1,10,7,5,6,4,-1,unknown,,,
2334,18,planned,interview,キャリアの方向性,2026-01-27T14:21:00,office,5,7,6,8,,,6,,,,,,,,,,,
2335,13,completed,interview,評価面談,2024-08-28T17:28:00,office,10,5,9,8,4,,,5,10,10,1,10,6,3,neutral,4,5,泣かなかったが本音をあまり出せなかった。
2336,30,completed,partner,お金の話,2025-07-26T21:44:00,online,7,5,4,8,,,,,7,4,1,6,0,-4,neutral,9,6,かなり落ち着いて話せた。準備が効いた感じがある。
2337,3,cancelled,interview,過去の退職理由,2024-11-02T15:07:00,coworking,10,9,6,,3,1,,,,,,,,,,,,
2338,2,cancelled,interview,過去の退職理由,2024-09-02T12:11:00,client_site,8,8,9,,8,,6,,,,,,,,,,,
2339,16,completed,other,セラピーではない雑談,2024-03-26T10:03:00,online,6,4,2,,6,5,,,5,7,2,0,5,-4,neutral,6,4,泣かなかったが本音をあまり出せなかった。
2340,7,planned,other,将来への漠然とした不安,2026-01-16T18:48:00,client_site,6,6,3,,1,,10,9,,,,,,,,,,
2341,3,completed,friend,疎遠になっている理由,2024-07-30T16:04:00,online,6,2,5,7,1,6,7,,7,2,1,6,5,0,very_positive,12,6,少し泣いたけど言いたいことは伝えられた。
2342,1,completed,one_on_one,評価フィードバック,2024-09-23T17:42:00,office,4,5,7,,,9,,,5,5,1,5,5,-3,positive,,,
2343,13,completed,other,セラピーではない雑談,2025-09-27T20:02:00,online,5,7,3,,9,6,,,5,4,8,3,4,-5,neutral,8,5,ほとんど話せずに終わってしまった。次は準備を変えたい。
2344,6,completed,interview,キャリアの方向性,2024-07-10T12:47:00,office,5,9,10,6,5,8,,,4,1,9,10,7,0,neutral,,,
2345,1,cancelled,friend,久しぶりの再会,2025-12-03T19:36:00,client_site,7,6,5,6,,,,7,,,,,,,,,,
2346,1,planned,family,家族との距離感,2026-01-23T12:39:00,coworking,4,8,6,7,,9,,,,,,,,,,,,
2347,3,completed,one_on_one,人間関係の摩擦,2024-07-13T15:09:00,cafe,7,6,7,7,3,10,,,10,8,7,10,6,1,positive,3,6,かなり落ち着いて話せた。準備が効いた感じがある。
2348,27,completed,family,家族との距離感,2025-02-26T22:22:00,park,4,4,6,,,,,,2,0,2,6,2,0,very_positive,,,
2349,16,completed,interview,過去の退職理由,2024-02-22T09:57:00,office,8,7,10,6,9,,7,,10,5,6,10,10,-2,negative,7,8,少し泣いたけど言いたいことは伝えられた。
2350,12,completed,other,セラピーではない雑談,2025-06-07T16:26:00,park,8,2,3,,,,,,10,7,0,3,6,2,positive,,,
